許可番号,区分,商号,代表者,郵便番号,市区町村,所在地,電話番号,資本金(千円),法人/個人,許可業種,特定,許可年月日,推定年数下限,業種分類,中南部
47015315,知事,（株）八坂機神,神谷 朝広,901-0405,島尻郡八重瀬町,字伊覇３７番地,098-987-7240,5000,法人,建大左と石屋タ鋼筋板ガ塗防内絶具,,R070314,0,建設業（総合）,1
47013992,知事,八潮重設運輸（株）,潮平 真一郎,902-0073,那覇市,字上間１６２,098-851-8563,3000,法人,土と石鋼舗し水,,R070605,5,建設業（総合）,1
47012297,知事,（株）屋島組,屋冨祖 秀清,900-0036,那覇市,西２－１６－３,098-867-5505,40150,法人,土建大と屋タ鋼舗し塗内水解,1,R050611,12,建設業（総合）,1
47006824,知事,（株）八島建設,田村 一生,907-0013,石垣市,浜崎町３－１０,0980-83-8481,20000,法人,土建と石鋼舗し塗水解,1,R070424,28,建設業（総合）,
47001576,知事,ヤシマ工業（株）,仲田 一郎,900-0033,那覇市,久米２－１６－２５,098-863-2191,40000,法人,土と電管機通水消,1,R030701,35,建設業（総合）,1
47013346,知事,八島ホーム（合）,奧間 政德,904-2241,うるま市,字兼箇段１８８０－６,098-989-3157,5000,法人,土建と石鋼舗し水解,,R041101,8,建設業（総合）,1
47005214,知事,安岡建設（株）,大村 光昭,900-0005,那覇市,字天久９１８番地６,098-943-7264,30000,法人,土と石鋼舗し塗水解,1,R040913,35,建設業（総合）,1
47011959,知事,（株）安巧業,金城 安,904-2215,うるま市,みどり町４－１－８,098-989-1779,5000,法人,と解,,R040501,12,その他専門工事,1
47012832,知事,（株）安工業,比嘉 安雄,904-0023,沖縄市,久保田２－２９－２,098-923-5976,3000,法人,管機,,R071002,12,電気・設備工事,1
47015045,知事,ヤスダ家電,安田 友宏,905-0015,名護市,大南２－１４－３－１,0980-43-0183,,個人,管,,R060112,0,電気・設備工事,
47014199,知事,（合）康電工業,上里 康浩,906-0202,宮古島市,上野字新里１４４－８,0980-76-6367,3000,法人,電管,,R021120,5,電気・設備工事,
47013410,知事,（有）安仲産業,安次富 長順,901-2413,中頭郡中城村,字津覇５７３－２,098-987-6275,5000,法人,具,,R050301,8,その他専門工事,1
47003081,知事,（株）保村塗装店,保村 健,901-2406,中頭郡中城村,字当間６６６,098-895-4767,10000,法人,塗防,,R030822,35,塗装・防水,1
47006668,知事,安盛建設,山城 安盛,904-1107,うるま市,石川曙２－２４－２９,098-965-2472,,個人,大,,R030916,28,その他専門工事,1
47013962,知事,（株）八藤後組,八藤後 正男,901-2302,中頭郡北中城村,字渡口５０,080-1740-4604,5000,法人,大,,R031101,5,その他専門工事,1
47004894,知事,ヤナギ電設工業（株）,仲宗根 智子,905-0007,名護市,字屋部１７１３－１,0980-53-1593,20000,法人,土と石電管舗通水,1,R041202 R070522,35,建設業（総合）,
47004979,知事,（有）屋比久電気工事,屋比久 孟盛,901-2104,浦添市,当山１－３－２１,098-879-5990,10000,法人,電,,R070203,35,電気・設備工事,1
47011245,知事,（有）屋富祖工業,屋富祖 功,904-2155,沖縄市,美原２－１５－９,098-937-5665,3000,法人,土大左と石屋タ鋼舗し板ガ塗防内具水,,R040705,15,建設業（総合）,1
47001716,知事,屋富祖電気工事社,福永 幸弘,901-2127,浦添市,字屋富祖４－８－３－１０１,098-877-2753,,個人,電,,R051222,35,電気・設備工事,1
000026736,大臣,（株）屋部土建,仲座 義人,905-0014,名護市,港２－６－５,0980-53-2227,100000,法人,土建大と石屋電管タ鋼舗し塗防内園水解,1,R031002,,建設業（総合）,
47010483,知事,山一,山城 一喜,905-1424,国頭郡国頭村,字辺野喜２１６番地,0980-41-2544,,個人,土と石電管舗水,,R050508,15,建設業（総合）,
47006984,知事,（有）山一開発,山田 紀之,902-0071,那覇市,繁多川２－１－５０,098-836-7807,27000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水解,1,R040425,28,建設業（総合）,1
47013369,知事,（株）山一設備工業,山内 盛一,904-0325,中頭郡読谷村,字瀬名波１０４７－２,098-958-0721,5000,法人,管,,R041207,8,電気・設備工事,1
47000076,知事,（株）山内組,山内 昌司,901-2201,宜野湾市,新城１－６－１０,098-892-3581,30000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶園具水解,1,R030906,35,建設業（総合）,1
47000803,知事,（有）山内組,熊谷 賢人,901-2317,中頭郡北中城村,字瑞慶覧５８５,098-923-2324,45000,法人,土建大左と石屋電管タ鋼筋舗し板ガ塗防内絶具水解,1,R040114 R060322,35,建設業（総合）,1
47012992,知事,（株）山内工業,山内 哲也,900-0023,那覇市,楚辺２－３５－１４ 古波津商事ビル１Ｆ,098-859-5020,3000,法人,筋,,R030610,8,その他専門工事,1
47006222,知事,（有）ヤマウチ設備,山内 美保子,901-2202,宜野湾市,普天間２－３９－３,098-893-7638,20000,法人,土建と石管鋼舗し塗機水消,1,R041006 R051030,28,建設業（総合）,1
47013451,知事,（株）山内総業,山内 盛斗,904-0033,沖縄市,山里２－１１－３,098-927-8045,1000,法人,左,,R050509,8,その他専門工事,1
47012740,知事,（株）山内鉄筋工業,山内 健,901-2316,中頭郡北中城村,字安谷屋３９５,098-989-5079,5000,法人,筋,,R070515,12,その他専門工事,1
47013422,知事,（有）山内電気,山内 千枝子,905-0204,国頭郡本部町,字豊原５０２－１,0980-48-4672,3000,法人,電,,R050320,8,電気・設備工事,
47012152,知事,やまうち内装,山内 昌也,901-2424,中頭郡中城村,字南上原５０１,098-895-2247,,個人,内,,R040904,12,内装工事,1
47012713,知事,（株）山開発,山城 邦広,904-2143,沖縄市,知花４－１３－１,098-938-3394,5000,法人,土と石舗塗園水解,,R070327,12,建設業（総合）,1
47006112,知事,（有）やまかわ,宮田 美保,907-0003,石垣市,字平得８２０－６,0980-82-5376,5000,法人,土と石鋼舗し園水,,R021225,28,建設業（総合）,
47012050,知事,（有）山川アルミ工業,大城 進,901-1116,島尻郡南風原町,字照屋９５,098-889-4709,5000,法人,大左石屋タ板ガ塗防内絶具,,R021021,12,塗装・防水,1
47003354,知事,（有）山川建設,山川 宗一,905-0401,国頭郡今帰仁村,字仲宗根９９－１,0980-56-4549,33000,法人,土建と石管鋼舗し塗園水解,1,R050920,35,建設業（総合）,
47004280,知事,（有）山川建設,吉田 安盛,901-1207,南城市,大里字古堅９１１－１,098-943-5234,36000,法人,土と石鋼舗し塗水,1,R041011,35,建設業（総合）,1
47014262,知事,（有）山川設備工業,玉城 正英,901-2126,浦添市,宮城４－１８－２０,098-877-0501,3000,法人,管,,R030219,5,電気・設備工事,1
47001290,知事,（株）山川電気,山川 光雄,902-0078,那覇市,識名２－１５－１５ １０１,098-987-1420,20000,法人,電通消,1,R031208,35,電気・設備工事,1
47006574,知事,（有）山川電工,山川 勝,904-1201,国頭郡金武町,字金武６６９,098-968-5160,6000,法人,電消,,R070524,28,電気・設備工事,
47013095,知事,（株）山川電設工業,山川 孝史,904-2243,うるま市,字宮里２６８－１、Ｄ－６,098-987-8711,5000,法人,電,,R031118,8,電気・設備工事,1
47014707,知事,山川電創,山川 智央,900-0003,那覇市,安謝１－１８－２０ めぞねっとおかっぱ あか２号,050-1420-0452,,個人,電通,,R040819,0,電気・設備工事,1
47008925,知事,（株）やまき,屋宜 和作,901-0325,糸満市,字大里１０９４－１,098-852-3322,11000,法人,管鋼板内絶,,R030209,20,電気・設備工事,1
47014625,知事,（株）山空,山城 雄太,901-1101,島尻郡南風原町,字大名２５２－３,098-987-0968,3000,法人,電管,,R040502,0,電気・設備工事,1
47001411,知事,（株）山口建設,嘉陽 大地,905-1303,国頭郡大宜味村,字喜如嘉９９２－２,0980-44-3452,35000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水解,1,R030810 R040506,35,建設業（総合）,
47008204,知事,山健組,福里 健,904-2172,沖縄市,泡瀬４－３６－５,098-938-6317,,個人,大,,R030201,20,その他専門工事,1
47014308,知事,山建設,登川 善幸,904-0322,中頭郡読谷村,字波平８４６,098-958-4884,,個人,建大と屋タ内,,R030416,5,建設業（総合）,1
47015032,知事,山建装工,山内 武彦,901-2127,浦添市,屋富祖２－１６－２２,098-911-7782,,個人,内,,R051222,0,内装工事,1
47010053,知事,（株）山興,具志堅 秀平,902-0078,那覇市,識名４－９－２７,098-851-9635,10000,法人,建大屋タ内,,R030417,15,建設業（総合）,1
47010690,知事,山工,山川 誠,904-2242,うるま市,字高江洲３２－５,098-973-3884,,個人,土と石舗し,,R060630,15,建設業（総合）,1
47001426,知事,（株）山浩商事,山端 康成,905-0013,名護市,城２－１－２１,0980-52-2418,45000,法人,電管,,R021227,35,電気・設備工事,
47010347,知事,山里組,山里 茂夫,906-0006,宮古島市,平良字西仲宗根１４９２－３,0980-72-1879,,個人,大,,R040722,15,その他専門工事,
47013208,知事,山里組,山里 好孝,902-0076,那覇市,与儀２－１５－１８,098-853-2408,,個人,と,,R040524,8,その他専門工事,1
47004708,知事,（有）山里建設,山里 惠美子,906-0006,宮古島市,平良字西仲宗根６４３－２,0980-72-0021,84000,法人,土建と石鋼舗し塗水解,1,R031027,35,建設業（総合）,
47007713,知事,（有）山里土建,山里 朝視,901-3137,島尻郡久米島町,字山里２５８,098-985-4687,20000,法人,土建と石管鋼舗し塗園水解,1,R061125,28,建設業（総合）,
47010308,知事,ヤマシーリング,山城 良国,901-0504,島尻郡八重瀬町,字後原５２９－５,098-998-6634,,個人,ガ防,,R040517,15,塗装・防水,1
47011781,知事,山下潜水工業所,山下 正美,901-2127,浦添市,屋富祖２－４－１６－３０２ラフィーネヌーベル屋富祖第１,098-878-6734,,個人,土と石鋼舗し水解,,R070624,12,建設業（総合）,1
47008211,知事,（有）ヤマシタ電気設備,山下 愼悟,904-0105,中頭郡北谷町,字吉原７１３－２,098-936-6421,8000,法人,電,,R051015,20,電気・設備工事,1
47002974,知事,（有）山商,山下 富一,904-2233,うるま市,字豊原５５６－１,098-973-7740,20000,法人,土と石管鋼舗塗水,1,R030618,35,建設業（総合）,1
47008739,知事,（株）山昇建設,藤岡 康之,901-2132,浦添市,伊祖２－１－２－１０２号,098-943-2625,100000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水解,1,R070530,20,建設業（総合）,1
47011745,知事,山城エンジニア,山城 哲二,901-2212,宜野湾市,長田１－２６－１７－１,070-4092-0808,,個人,管,,R070511,12,電気・設備工事,1
47007832,知事,山城開発（株）,山城 政則,900-0025,那覇市,壺川２－１－１７,098-835-0977,8800,法人,土と石鋼舗し水,,R040927,28,建設業（総合）,1
47001883,知事,（株）山城組,山城 澄人,901-0335,糸満市,字米須１０７１－１,098-997-5507,28000,法人,土建と石鋼舗し塗水解,1,R031118,35,建設業（総合）,1
47004666,知事,（有）山城組,玉那覇 艶子,904-0414,国頭郡恩納村,字前兼久３３５,098-965-1466,40000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内園具水解,1,R051225,35,建設業（総合）,
47009537,知事,（有）山城組,山城 茂紀,900-0024,那覇市,古波蔵１－２９－３６,098-834-0186,10000,法人,土建と石鋼舗し水解,,R031105,20,建設業（総合）,1
47015156,知事,山城組,山城 勇一,904-2312,うるま市,勝連平安名９０４ ２Ｆ,098-978-6560,,個人,土と石鋼舗し水,,R060705,0,建設業（総合）,1
47000062,知事,（株）山城建設,山城 匡雄,903-0806,那覇市,首里汀良町１－３７,098-943-7299,5000,法人,建,,R040617,35,建設業（総合）,1
47008067,知事,（有）山城建設,山城 小代美,905-1316,国頭郡大宜味村,字白浜４４２－６５７,0980-44-2260,35000,法人,土建大と石屋タ鋼舗し塗内園水解,1,R030122,20,建設業（総合）,
47011251,知事,山城建設,山城 毅,904-1201,国頭郡金武町,字金武５４４０,098-968-3870,,個人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水解,,R030428,15,建設業（総合）,
47014672,知事,（合）やましろ建設,山城 亮太,901-0303,糸満市,字兼城８５８－１４,098-995-0307,1000,法人,土建大と石屋タ鋼筋舗し内水,,R040708,0,建設業（総合）,1
47012658,知事,（株）山城建装,山城 勝,901-0223,豊見城市,翁長７２１－３,098-856-7714,5000,法人,左,,R070223,12,その他専門工事,1
47014574,知事,（株）山城興業,山城 善也,904-2155,沖縄市,美原４－２１－７ 美原マンション３－Ｂ,098-955-6805,1000,法人,と解,,R040304,0,その他専門工事,1
47001504,知事,山城工務店,山城 幸信,904-1201,国頭郡金武町,字金武６６８－１,098-968-2391,,個人,建大タ内,,R040528,35,建設業（総合）,
47012741,知事,（株）山城工務店,山城 光子,904-0006,沖縄市,八重島３－１１４４－３,098-989-3346,3000,法人,建解,,R060705,12,建設業（総合）,1
47011299,知事,山城コンクリートポンプ,山城 正則,904-2226,うるま市,字仲嶺２３４－１,098-974-0279,,個人,建と,,R041122,15,建設業（総合）,1
47010199,知事,（株）山城重機,山城 祐太,905-0007,名護市,屋部１６８９,0980-43-0013,44500,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶園具水解,1,R031107,15,建設業（総合）,
47008953,知事,（有）山城商工,山城 康博,901-1412,南城市,佐敷字新里５５５－７,098-947-6840,5000,法人,電,,R030514,20,電気・設備工事,1
47005521,知事,山城設備,山城 幸順,904-0313,中頭郡読谷村,字大湾７２６－４,098-956-5163,,個人,土と管舗水,,R030124,35,建設業（総合）,1
47002713,知事,（株）山城電気,山城 勝則,902-0074,那覇市,字仲井真２０５－２,098-833-3948,20000,法人,と電通,1,R070926,35,電気・設備工事,1
47014900,知事,山城電機サービス,山城 重三,901-3107,島尻郡久米島町,謝名堂９３番地,098-985-7765,,個人,電管,,R050609,0,電気・設備工事,
47002111,知事,山城電設,山城 守和,905-0505,国頭郡伊江村,字西江上２２－３,0980-49-2156,,個人,土と石電管舗水,,R031120,35,建設業（総合）,
47003582,知事,（有）山城土木工事,宮澤 宏次,901-2131,浦添市,牧港１－３２－５,098-878-9406,30000,法人,土建と石管鋼舗し塗園水解,1,R030108 R040121,35,建設業（総合）,1
47010849,知事,山城内装,山城 政雄,904-0006,沖縄市,八重島２－４－１９,098-937-2395,,個人,建大屋タ内,,R070708,15,建設業（総合）,1
47015331,知事,（株）山城内装,山城 一樹,901-2131,浦添市,牧港４－２５－５ 先田アパート１０６,098-975-9522,5000,法人,建,,R070618,0,建設業（総合）,1
47011766,知事,（有）山城ペイント商会,山城 剛,904-0311,中頭郡読谷村,字比謝３７８－５,098-956-4164,5000,法人,塗防,,R070610,12,塗装・防水,1
47002147,知事,（株）ヤマシン,宮城 正也,901-2132,浦添市,伊祖２－２６－１,098-879-7654,30000,法人,大左石屋タ板ガ塗防内絶具,,R061022,35,塗装・防水,1
47006565,知事,山新建設,山城 新一,904-1113,うるま市,石川山城１８０－３,098-965-3670,,個人,建内,,R030414,28,建設業（総合）,1
47014142,知事,（株）山田組,山田 恵子,905-0009,名護市,宇茂佐の森２－１２－９,0980-43-6701,20000,法人,土と舗,,R021009,5,建設業（総合）,
47013252,知事,やまだ塗装（株）,山田 義都,904-1113,うるま市,石川山城２２,098-964-6765,5000,法人,塗,,R040718,8,塗装・防水,1
47013018,知事,ヤマチ建鋼,山内 誠,901-2316,中頭郡北中城村,字安谷屋２１４４,090-7443-3585,,個人,筋,,R030802,8,その他専門工事,1
47013809,知事,山地工業,山地 栄三,901-1303,島尻郡与那原町,字与那原６１２,098-944-1871,,個人,絶,,R061018,5,その他専門工事,1
47012300,知事,ヤマデン（株）,古謝 五男,901-2423,中頭郡中城村,字北上原９８１,098-943-7591,7000,法人,電,,R050617,12,電気・設備工事,1
47005982,知事,（有）やま店舗開発,平安山 良彦,901-0156,那覇市,田原３－１－１０,098-857-3011,7000,法人,建内,,R040709,35,建設業（総合）,1
47011390,知事,（有）大和,ジェームス スミス,904-2171,沖縄市,高原４－１２－１１,098-894-5649,8000,法人,土と石電鋼舗し塗通水,,R060430,12,建設業（総合）,1
47015295,知事,（株）ヤマト,久手堅 憲明,901-0416,島尻郡八重瀬町,字宜次３６３－１,098-998-2828,40000,法人,管,,R070221,0,電気・設備工事,1
47011600,知事,（有）大和建設,孟本 博昭,901-1116,島尻郡南風原町,字照屋７－１,098-987-1310,5500,法人,土建大と石舗塗防内水,,R060909,12,建設業（総合）,1
47012038,知事,（株）大和産業,比嘉 良則,905-0228,国頭郡本部町,字伊野波３１０,0980-47-7400,10000,法人,土建大と石電鋼舗し水,,R040914 R050417,12,建設業（総合）,
47006409,知事,（有）やまと庭樹園,大濵 俊士,907-0003,石垣市,字平得１２２－４,0980-82-3111,3000,法人,土と石舗園水,,R030619,28,建設業（総合）,
47011453,知事,大和鉄筋工業,大城 正和,901-1412,南城市,佐敷字新里７５－２,098-945-5667,,個人,筋,,R051126,12,その他専門工事,1
47015005,知事,大和電気（株）,仲間 淳一,901-0512,島尻郡八重瀬町,字具志頭６６,098-960-8211,5000,法人,電,,R051110,0,電気・設備工事,1
47011878,知事,（有）ヤマト防水工業,松山 健太,901-2213,宜野湾市,志真志１－２０－６,098-892-6272,3000,法人,防,,R021227,12,塗装・防水,1
47001828,知事,（有）大和緑建,仲本 義武,905-0004,名護市,字中山９１２－３,0980-52-0487,27000,法人,土建と石舗園水解,1,R031107,35,建設業（総合）,
47014583,知事,山内装（株）,山田 尚弥,904-2243,うるま市,字宮里７７８,098-988-7450,4000,法人,内,,R040318,0,内装工事,1
47001092,知事,（株）山中組,與那覇 久子,904-0324,中頭郡読谷村,字長浜１７５０,098-958-2634,40000,法人,土建大と石屋タ鋼舗塗内水解,1,R031106,35,建設業（総合）,1
47014123,知事,（株）山名設備,山名 健,904-1301,国頭郡宜野座村,字松田２６２９－１１４,098-968-2113,1000,法人,土と石電管鋼舗し塗水解,,R070904,5,建設業（総合）,
47007302,知事,（株）ヤマナミエンジニヤリング,松田 侑樹,905-0006,名護市,字宇茂佐１５４７－２,0980-53-6187,31000,法人,電管,,R040409,28,電気・設備工事,
47006141,知事,山根組,山根 正徳,904-2161,沖縄市,古謝１２１３－１メゾン桜１０２,098-938-2770,,個人,と,,R041224,28,その他専門工事,1
47013164,知事,山根組,山根 忍,904-2304,うるま市,与那城屋慶名４４４－１ トォーラス３０６号,098-978-6840,,個人,大と,,R040224,8,その他専門工事,1
47012925,知事,山秀組,山城 薫,904-1102,うるま市,石川東山１－１２－１５ 島袋アパートＢー２,098-965-2440,,個人,土建大と石鋼舗し水,,R030318,8,建設業（総合）,1
47007968,知事,山光建設,當山 光勇,904-0325,中頭郡読谷村,字瀬名波２,098-958-4624,,個人,建大,,R070120,28,建設業（総合）,1
47012056,知事,山モリ電機,山入端 隆男,903-0116,中頭郡西原町,幸地６５１－１,098-943-3741,,個人,電,,R040215,12,電気・設備工事,1
47009793,知事,（有）屋良興業,屋良 朝彦,904-1106,うるま市,石川２０５５－１０,098-965-3480,3000,法人,筋,,R060227,20,その他専門工事,1
47008909,知事,（株）屋良材木店,屋良 朝得,901-2203,宜野湾市,野嵩２－３４－５,098-892-3573,17000,法人,土建大左と石屋タ鋼舗しガ塗防内絶具水,,R021214,20,建設業（総合）,1
47009425,知事,（株）屋良電化ストア,屋良 朝一,902-0063,那覇市,三原２－１－３５,098-832-6763,20000,法人,電通,,R050427,20,電気・設備工事,1
47010742,知事,ヤラ電気,屋良 朝清,903-0125,中頭郡西原町,上原２－２３－６,098-946-3878,,個人,電,,R061013,15,電気・設備工事,1
47005831,知事,ヤンマー沖縄（株）,佐野 文彦,901-2223,宜野湾市,大山７－１１－１２,098-898-3111,90000,法人,土と石電管鋼舗機水,1,R031212,35,建設業（総合）,1
47015278,知事,（株）結空調設備,新垣 隆輝,901-2125,浦添市,仲西１－１５－１３又吉アパート２０１号室,098-975-7246,1000,法人,管,,R070128,0,電気・設備工事,1
47013556,知事,（株）ゆい興業,高江洲 義篤,904-2161,沖縄市,古謝２－２５－１５ １Ｆ,098-989-8024,5000,法人,管,,R050914,8,電気・設備工事,1
47014988,知事,結工業（合）,仲松 幸政,904-0011,沖縄市,照屋４－１９－１３ ２Ｆ,098-927-2833,5000,法人,と,,R061220,0,その他専門工事,1
47015224,知事,（株）ＹＵＩＣｏｎｃｅｐｔ,上原 直輝,903-0122,中頭郡西原町,字小橋川１８４－１３,098-960-4675,700,法人,電,,R061021,0,電気・設備工事,1
47014249,知事,（株）ＹＵＩサポート,宮国 誠,901-0361,糸満市,糸満１１７１,098-840-8041,3000,法人,塗,,R030129,5,塗装・防水,1
47012545,知事,（株）結電気,東江 広憲,904-2143,沖縄市,知花６－４－１９,098-989-6551,20000,法人,電管,1,R060920,12,電気・設備工事,1
47014451,知事,結塗装（合）,奥平 定一,901-0153,那覇市,宇栄原１－１１－２,098-987-1724,5000,法人,土建大左と石屋電管タ鋼筋舗し板ガ塗防内絶具水解,,R030903,0,建設業（総合）,1
47009164,知事,（有）ユイ塗装工業,森屋 保夫,901-2212,宜野湾市,長田３－１１－６,098-943-0164,5000,法人,塗防,,R040106,20,塗装・防水,1
47014814,知事,（株）結ハウス,島田 亮太,901-1117,島尻郡南風原町,字津嘉山１１－２,090-3795-0090,5000,法人,土建と石鋼舗し水解,,R050127,0,建設業（総合）,1
47015341,知事,ゆいまーる浦添,比嘉 勝政,901-2114,浦添市,安波茶２－１０－１,098-943-4653,,個人,塗防,,R070509,0,塗装・防水,1
47014223,知事,ゆいまーる運送（株）,丸山 祥明,900-0001,那覇市,港町２－１４－１１,098-800-1240,1000,法人,と,,R021211,5,その他専門工事,1
47013924,知事,（有）ゆいまーる水道,照屋 彰,901-2206,宜野湾市,愛知３－２－１７ １Ｆ,098-892-4039,3000,法人,管,,R070319,5,電気・設備工事,1
47012268,知事,（株）結丸産業,謝花 長治,901-2401,中頭郡中城村,字久場１８－４,098-988-9805,5000,法人,土と石鋼舗し水,,R050423,12,建設業（総合）,1
47012377,知事,ユーアイホーム（株）,高良 盛幸,901-1103,島尻郡南風原町,字与那覇３３５－２,098-894-4041,8000,法人,建,,R051105,12,建設業（総合）,1
47001257,知事,（有）ユウキ建設,平良 昌樹,903-0802,那覇市,首里大名町２－７５－１,098-887-5492,3000,法人,土建大左と石屋管タ鋼筋舗板ガ塗防内絶園具水解,,R060705,35,建設業（総合）,1
47008594,知事,（有）由城建設,儀間 良仁,901-2201,宜野湾市,新城２－１－１１,098-893-1513,10000,法人,土建大と石鋼舗し内水解,,R041004,20,建設業（総合）,1
47012656,知事,（株）勇樹工業,後當 正＊,904-2301,うるま市,与那城照間１０２３,098-978-9707,5000,法人,機,,R030219,12,電気・設備工事,1
47015203,知事,（株）友貴興業,玉寄 人士,901-2216,宜野湾市,字佐真下８９－７コンフォート宜野湾佐真下９０２,098-975-9388,1000,法人,と,,R060830,0,その他専門工事,1
47014010,知事,（株）祐葵製作所,比嘉 定夫,901-2206,宜野湾市,愛知１－５－２９,098-892-7352,1500,法人,土と石鋼舗し水解,,R070619,5,建設業（総合）,1
47014356,知事,結健組,下地 健太,904-0002,沖縄市,城前町１８－１４,098-953-1838,,個人,大と,,R030611,5,その他専門工事,1
47015437,知事,（株）祐建設,金城 祐介,904-2173,沖縄市,比屋根４－９－３ グランドールＫＥＮ２０５,098-988-7640,5000,法人,建大屋タ内,,R070905,0,建設業（総合）,1
47012516,知事,（株）ゆう工業,上地 広樹,906-0012,宮古島市,平良字西里１３３６－２,0980-73-1558,5000,法人,具,,R060609,12,その他専門工事,
47013685,知事,（合）ユウ工業,内間 安紀,901-2211,宜野湾市,宜野湾二丁目１５番５号パルハイム１Ｆ,098-893-3667,1000,法人,管,,R060522,8,電気・設備工事,1
47014698,知事,勇工業（株）,宮城 勇次,901-0411,島尻郡八重瀬町,字友寄５８－５,098-996-2367,1000,法人,管,,R040805,0,電気・設備工事,1
47015038,知事,雄工業,高良 雄希,901-0152,那覇市,小禄２－９－８,098-858-3504,,個人,内,,R051228,0,内装工事,1
47014721,知事,雄幸美装,嘉陽 雄治,904-2172,沖縄市,泡瀬３－３１－１５,090-9784-5021,,個人,塗,,R040909,0,塗装・防水,1
47010091,知事,（有）有志建設,波平 正勝,904-0301,中頭郡読谷村,字座喜味１０２６－１,098-958-4771,29000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水解,1,R050108,15,建設業（総合）,1
47014867,知事,（合）結翔工業,佐和田 大地,906-0008,宮古島市,平良字荷川取１４０５－３,0980-79-7240,100,法人,土と石電鋼舗し水,,R050421,0,建設業（総合）,
47015015,知事,（株）優心,米須 啓人,901-2225,宜野湾市,大謝名１－１２－３１,098-959-3558,3000,法人,塗防,,R051124,0,塗装・防水,1
47007382,知事,（株）勇進建設,根間 明勇,906-0203,宮古島市,上野字宮国６６３,0980-76-2019,10000,法人,建,,R041222,28,建設業（総合）,
47011424,知事,勇新工業,新城 勝美,904-0301,中頭郡読谷村,字座喜味２７１３－３５,098-958-2196,,個人,と,,R050916,12,その他専門工事,1
47012567,知事,勇心工業（株）,大石 智恵子,904-1111,うるま市,石川東恩納４３１－１,098-923-1913,5000,法人,土と石管鋼舗し塗機水解,,R060820,12,建設業（総合）,1
47014406,知事,勇進工業（株）,嘉数 豊,901-0416,島尻郡八重瀬町,字宜次４３,098-894-6471,5000,法人,土と石管鋼舗し水,,R030716,0,建設業（総合）,1
47014457,知事,友心電設,金城 良和,904-2241,うるま市,字兼箇段４５６－１,098-974-3365,,個人,土と石電鋼舗し通水,,R030910,0,建設業（総合）,1
47015142,知事,（合）ユウセイ設備,浦崎 千晶,904-2302,うるま市,与那城西原１０３１－１－１,098-989-3954,1000,法人,管,,R060614,0,電気・設備工事,1
47015369,知事,（株）優生防災設備,仲里 哲次,901-2225,宜野湾市,大謝名１－１２－６・１Ｆ,098-943-7324,1000,法人,消,,R070613,0,電気・設備工事,1
47015113,知事,勇鉄工業,比嘉 勇介,901-0301,糸満市,字阿波根７０９－５,090-3796-0518,,個人,筋,,R060502,0,その他専門工事,1
47015404,知事,（株）優でんき,大湾 優,904-0005,沖縄市,嘉間良１－９－２５,098-934-6641,5000,法人,電,,R070725,0,電気・設備工事,1
47013788,知事,友電社,喜納 義廣,904-0011,沖縄市,照屋５－２０－１１,098-938-2613,,個人,電,,R060927,5,電気・設備工事,1
47014939,知事,祐電設,知念 祐太,901-0606,南城市,玉城字糸数３９５－３,098-948-2116,,個人,電,,R050714,0,電気・設備工事,1
47012897,知事,優塗装（株）,朝山 優一,904-0102,中頭郡北谷町,字伊平４２１－７,098-923-0030,1000,法人,塗,,R030107,12,塗装・防水,1
47012722,知事,（株）優塗装工業,比嘉 勇気,901-2215,宜野湾市,真栄原２－４－１８ マルユウビル３Ｆ,098-897-4816,10000,法人,土左と屋タ鋼板塗防内,,R070205,12,建設業（総合）,1
47010871,知事,（株）ユートピア設計ネットワーク,玉城 永太郎,905-0009,名護市,宇茂佐の森４－２－１５,0980-53-6944,37500,法人,建大屋タ鋼内,,R070802,15,建設業（総合）,
47015318,知事,（合）結南企画,長堂 昌次郎,901-2201,宜野湾市,新城２－１３－３,098-955-4117,1000,法人,建内解,,R070328,0,建設業（総合）,1
47014273,知事,（株）友羽総業,宮城 導,904-2224,うるま市,字大田７１８－１,098-989-4473,3000,法人,土建と石鋼舗し塗内水,,R030315 R050824,5,建設業（総合）,1
47013634,知事,（合）友日,安里 義行,901-2304,中頭郡北中城村,字屋宜原５９４－１,090-7446-9819,1000,法人,内,,R051215,8,内装工事,1
47011121,知事,（株）ユウヒ開発,越来 均,904-2211,うるま市,字宇堅８９７－１,098-974-6535,27500,法人,土建大と石鋼舗し塗防内水解,1,R040215,15,建設業（総合）,1
47015342,知事,（株）友睦物流,後間 英生,901-0305,糸満市,西崎６－１３－５,098-894-6302,30000,法人,大左石屋タ板ガ塗防内絶具,,R070512,0,塗装・防水,1
